Book,Exam,Number,ID,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
,,Astereognosis,,Medicine,Neurology,"A patient cannot recognize a key in the hand with eyes closed, but can recognize it when looking. Which Brodmann area is affected?",Brodmann area 17,Brodmann area 22,"Brodmann area 3, 2, 1",Brodmann area 4,Brodmann area 42-46,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 Astereognosis (tactile agnosia) is the inability to identify objects by touch. It typically results from a lesion in the Somatosensory Association Cortex (Areas 5, 7) or the Primary Somatosensory Cortex (Areas 3, 1, 2) which provides the necessary sensory input for recognition.
 
 <b>Option A:</b> Area 17 is Primary Visual Cortex.
 
 <b>Option B:</b> Area 22 is Wernicke's Area (Auditory association).
 
 <b>Option D:</b> Area 4 is Primary Motor Cortex."
,,Athetosis,,Medicine,Neurology,"A patient demonstrates slow, writhing, involuntary movements of the hands and face that flow into one another. These are most consistent with which movement disorder and anatomic substrate?",Chorea — basal ganglia (caudate nucleus),Athetosis — basal ganglia (putamen),Parkinsonism — substantia nigra pars compacta,Dystonia — cerebellar vermis,Myoclonus — thalamus,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span>
 
 **Athetosis** is characterized by slow, writhing, snake-like movements, typically affecting the distal extremities (hands/fingers) and face. It is classically associated with lesions in the **Basal Ganglia**, specifically the **Putamen** (or Globus Pallidus).
 
 <b>Option A:</b> Chorea involves rapid, jerky, purposeless movements, associated with the Caudate Nucleus (e.g., Huntington's).
 
 <b>Option C:</b> Parkinsonism involves rigidity, bradykinesia, and resting tremor.
 
 <b>Option D:</b> Dystonia involves sustained muscle contractions causing twisting postures."
,,Conduction Aphasia,,Medicine,Neurology,"A patient has an infarct in angular gyrus, sparing Wernicke area. What type of aphasia expected?",Expressive aphasia,Anomic aphasia,Global aphasia,Conduction aphasia,None of them,B,"Angular gyrus lesion → Anomic aphasia (difficulty naming), Alexia, Agraphia (Gerstmann syndrome)."
,,Parietal Lobe Lesion,,Medicine,Neurology,A patient has difficulty identifying the position of their hand in space when eyes are closed and also has trouble locating objects by touch. A lesion in which lobe of the brain is most likely responsible?,Parietal lobe,Occipital lobe,Temporal lobe,Frontal lobe,Cerebellum,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The inability to identify objects by touch (<b>Astereognosis</b>) and loss of proprioception/spatial awareness points to a lesion in the <b>Parietal Lobe</b> (Somatosensory Cortex)."
,,Lambert-Eaton Syndrome,,Medicine,Neurology,A patient is found to have proximal muscle weakness that improves with repeated muscle use; nerve conduction studies show increment with rapid repetitive stimulation. Autoantibodies against which target best explain this syndrome?,Postsynaptic acetylcholine receptors,Presynaptic voltage-gated calcium channels,Muscle nicotinic receptor subunits (alpha2),Presynaptic acetylcholinesterase,Dihydropyridine receptor,B,"Lambert-Eaton Myasthenic Syndrome (LEMS): Antibodies against presynaptic Ca2+ channels. (Myasthenia Gravis = Postsynaptic AChR, worsens with use)."
,,Corneal Reflex,,Medicine,Neurology,"A patient keeps his eyes closed. When the doctor gently touches the cornea (eyes), the patient blinks. Which of the cranial nerves carries the sensory signal?",5th cranial nerve,7th cranial nerve,10th cranial nerve,4th cranial nerve,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 This describes the **Corneal Reflex**.
 **Afferent (Sensory) Limb**: Ophthalmic branch of the **Trigeminal Nerve (CN V1)** senses the touch.
 **Efferent (Motor) Limb**: Facial Nerve (CN VII) causes the blink (Orbicularis Oculi).
 
 <b>Option B:</b> 7th nerve is the motor limb, not sensory."
,,Hypertension,,Medicine,Neurology,A patient present with headache and hypertension (BP 160/90 mmHg) and is found to have an auscultatory gap of 30 mmHg. What is the most likely cause of this difference?,Stiffened arteries,Increased afterload,Decreased preload,Mitral valve disease,None of them,A,Auscultatory gap is associated with arterial stiffness (arteriosclerosis) and severe hypertension.
,,Transverse Myelitis,,Medicine,Neurology,"A patient present with weakness in the lower limbs following a recent respiratory infection. He is unable to sense pinpricks up to the T5 level, and no oligoclonal bands are found on CSF analysis. What is the most likely diagnosis?",Transverse myelitis,Stroke,Multiple sclerosis,Guillain-Barre Syndrome (GBS),None of them,A,"Transverse Myelitis is an acute inflammation across the entire width of the spinal cord, perfectly explaining the bilateral motor weakness and sharp sensory level."
,,Subclavian Steal Syndrome,,Medicine,Neurology,A patient presented in semi-conscious condition with Subclavian Steal Syndrome. Blood supply to which artery is causing this condition?,Internal carotid artery,Vertebral artery,Maxillary artery,Facial artery,External carotid artery,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span>
 
 In **Subclavian Steal Syndrome**, a stenosis of the Subclavian artery (proximal to the vertebral origin) causes blood to flow **retrograde** down the ipsilateral **Vertebral Artery** (stealing from the brain) to supply the arm during exertion. This vertebrobasilar insufficiency causes neurological symptoms.
 
 <b>Option A:</b> Carotid is anterior circulation."
,,Hydrocephalus,,Medicine,Neurology,"A patient presented with confusion, hallucinations and neck rigidity, MRI brain showing dilation of ventricular system, suggestive of",Meningitis,Cerebral Aqui ductal stenosis,Stenosis of foramen of Luschka,Stenosis of foramen of Magendie,None of them,B,"Confusion, hallucinations, and neck rigidity are signs of increased Intracranial Pressure (ICP) and potentially meningitis/hydrocephalus. Dilation of the ventricular system on MRI suggests Hydrocephalus. Among the given options, Cerebral Aqueductal Stenosis is a common cause of non-communicating (obstructive) hydrocephalus where CSF Backs up, causing ventricular dilation."
,,Brainstem Syndromes,,Medicine,Neurology,"A patient presented with paralysis of right limb and loss of face sensation on left side, along with B/L homonymous hemianopia lesion present in which of following?",Brain stem,Forebrain,Midbrain,Cerebral cortex,Substantia nigra,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br><b>User Note:</b> The signs are mixed/confusing in the recall. ""Paralysis Right limb + Loss of Face sensation Left"" suggests a Brainstem (Pontine) crossed sign. However, ""Bilateral Homonymous Hemianopia"" is clinically impossible (it's either Right or Left). If it means ""Hemianopia"", it suggests a cerebral lesion. The key provided is <b>B (Forebrain)</b>, which usually implies the cerebrum/diencephalon. A extensive forebrain lesion could cause hemiplegia and hemianopia, but the ""Left face sensory"" would typically be contralateral (Right) in a Left forebrain lesion."
,,Anterior Cord Syndrome,,Medicine,Neurology,A patient presents after RTA with loss of motor function and autonomic function below umbilicus while he can smell his clothes (sensation intact) which of the following artery is most likely affected?,Basilar artery,Vertebral artery,Anterior spinal artery,Posterior spinal artery,None of them,C,
,,Diffuse Axonal Injury,,Medicine,Neurology,"A patient presents in Emergency department in completely unconscious condition and in vegetative state after meet an RTA, while on examination there was no head injury , rest of his examination appear normal what is most likely diagnosis",Diffuse neuronal damage,TB,Neuromyelitis optica,Cavernous sinus thrombosis,None of them,A,
,,Diffuse Axonal Injury,,Medicine,Neurology,"A patient presents in Emergency department in completely unconscious condition and in vegetative state after meet an RTA, while on examination there was no head injury, rest of his examination appear normal what is most likely diagnosis",Diffuse neuronal damage,TB,Neuromyelitis optica,Cavernous sinus thrombosis,None of them,A,
,,Huntington's Disease,,Medicine,Neurology,"A patient presents in neurology opd with sudden jerky and purposeless movements of limbs with positive family history, due to lesion of:",Globus pallidus,Caudate Nucleus,Lateral thalamic nucleus,Nucleus basalis,Dentate nucleus,B,"Chorea (jerky, purposeless movements) is associated with lesions in the Caudate nucleus (e.g., Huntington's)."
,,Nerve Entrapment,,Medicine,Neurology,"A patient presents in OPD with a complaint of hypothenar wasting [See Note], and her median nerve is entrapped. There was also sensory loss on the lateral side of her hand.",Radial nerve,Median nerve,Axillary nerve,Musculocutaneous nerve,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span>
 
 [Correction: The question describes **Carpal Tunnel Syndrome** (Median nerve entrapment). The sensory loss on the **lateral** side of the hand (thumb/index/middle) is classic for Median nerve. **However**, muscle wasting in Median nerve injury affects the **Thenar** eminence. ""Hypothenar"" wasting is a sign of Ulnar nerve injury. Given the answer key B and the ""Median nerve entrapment"" statement, the prompt likely contains a typo and meant ""Thenar"" wasting].
 
 <b>Option A:</b> Radial nerve supplies the dorsum of the hand.
 
 <b>Option C:</b> Axillary nerve supplies the shoulder."
,,Memory Processing,,Medicine,Neurology,A patient presents in OPD with a complaint of memory loss after sustaining an injury lateral to the parietal lobe [Temporal region]. There were no abnormalities on CT scan. Which of the following areas of the brain is affected?,Amygdala,Brocas area,Hippocampus,Wernicke's area,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 The **Hippocampus**, located in the medial **Temporal Lobe**, is critical for the formation of new long-term memories. Damage here leads to Anterograde Amnesia (Memory loss).
 
 <b>Option B:</b> Broca's area affects speech production.
 
 <b>Option D:</b> Wernicke's area affects comprehension."
,,Millard-Gubler Syndrome,,Medicine,Neurology,"A patient presents with crossed hemiplegia, specifically with right-sided body weakness and a left-sided facial nerve palsy. The lesion that explains this specific combination of signs is located in the:",Pons,Midbrain,Medulla,Internal Capsule,None of them,B,"Weber's Syndrome is a classic Midbrain stroke syndrome involving the corticospinal tract and the exiting fibers of the Oculomotor Nerve (CN III), though a lesion affecting (CN VII) fibers here could also present as facial palsy. [Note: Weber's is CN III palsy + contralateral hemiplegia. Left facial palsy + right body weakness is usually a Pontine lesion (Millard-Gubler), involving CN VII nucleus. However, the book answers Midbrain (B) and references Weber's. This implies a potential error in the source material, but the extraction reflects the book's answer.]"
,,Myasthenia Gravis,,Medicine,Neurology,"A patient presents with drooping eyelid and diplopia, symptoms worse in evening. Best diagnostic test:",Nerve conduction study (NCS),Electromyography (EMG),Tensilon (edrophonium) test,MRI brain,None of them,B,Myasthenia Gravis: Fatigable ptosis/diplopia. Single-fiber EMG is most sensitive. Tensilon test is historical. Antibody test (AChR) is first line specific. Key says B.
,,Tuberculous Meningitis,,Medicine,Neurology,"A patient presents with fever, headache, and neck stiffness. CSF shows cells 20-40/mm³ (lymphocytic), protein 400 mg/dL, glucose 40 mg/dL. Most likely diagnosis?",TB meningitis,Cryptococcal meningitis,Neisseria meningitis,Viral meningitis,None of them,A,"TB meningitis: Lymphocytic pleocytosis, high protein, low glucose. (Note: Protein 400 is very high, typical of TB)."
,,Meningococcal Meningitis,,Medicine,Neurology,"A patient presents with fever, neck stiffness, and purpura. CSF shows low glucose, high protein, PMNs. Organism?",Neisseria meningitidis,Streptococcus pneumoniae,Viral,Fungal,None of them,A,Meningitis + Purpura/Rash = Meningococcal (Neisseria).
,,Lower Motor Neuron Lesion,,Medicine,Neurology,"A patient presents with flaccid paralysis of a limb, decreased muscle tone, and absent reflexes. Which type of motor neuron lesion does this indicate?",Upper motor neuron lesion,Lower motor neuron lesion,Cerebellar lesion,Extrapyramidal lesion,Sensory neuron lesion,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>Signs of a <b>Lower Motor Neuron (LMN) Lesion</b> include: <b>Flaccid Paralysis</b>, <b>Hypotonia</b>, <b>Areflexia</b>, Muscle Atrophy, and Fasciculations. (UMN lesions cause spasticity and hyperreflexia)."
,,Myasthenia Gravis,,Medicine,Neurology,A patient presents with fluctuating muscle weakness that worsens with activity and improves with rest. Which of the following defects is responsible for this condition?,Presynaptic membrane dysfunction,Post-synaptic receptor destruction,Decreased acetylcholine release from presynaptic terminal,Defective acetylcholinesterase,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br><b>Myasthenia Gravis</b> is caused by autoantibodies targeting and destroying <b>Post-Synaptic Acetylcholine Receptors</b> at the neuromuscular junction. This reduces the safety factor of transmission, leading to fatigable weakness."
,,Stroke Localization,,Medicine,Neurology,A patient presents with hemiplegia (paralysis) affecting the entire left side of the body. Which cortical lesion would most likely be responsible for this clinical finding?,Right Parietotemporal Lobe lesion,Left Temporal lobe lesion,Right Temporal lobe lesion,Left Occipital lobe lesion,None of them,A,"Since the corticospinal tract decussates in the caudal medulla, a lesion in the right primary motor cortex (part of the parietotemporal area) of the cerebrum causes motor paralysis on the contralateral (left) side of the body. (Note: The term ""parietotemporal area"" usually refers to sensory/association areas, but the source text specifically selects this option for the motor cortex location)."
,,Millard-Gubler Syndrome,,Medicine,Neurology,A patient presents with ipsilateral facial droop and abducens palsy. Which structure is affected?,Corticospinal tract,Medial lemniscus,Facial colliculus (pons),Thalamus,None of them,C,Facial colliculus lesion in dorsal pons affects CN VII fibers looping around CN VI nucleus -> ipsilateral facial palsy + lateral rectus palsy (CN VI).
,,Stroke Localization,,Medicine,Neurology,A patient presents with left lower limb weakness and right-sided facial paralysis. Imaging shows an infarct in the internal capsule on one side. Which side is the lesion most likely located?,Left internal capsule,Right internal capsule,Bilateral internal capsule,Brainstem lesion,Cerebellar lesion,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br><b>User Note:</b> The scenario describes a ""Crossed Hemiplegia"" (Left body, Right face), which is classically a <b>Brainstem (Pontine)</b> lesion, not Internal Capsule (where face and body are contralateral to the lesion, i.e., both Left). However, following the key provided <b>(B - Right Internal Capsule)</b>: A Right Internal Capsule lesion causes Left-sided weakness of *both* face and body (UMN facial palsy). If the question implies ""Right facial palsy"" is central (UMN), then it would be a Left capsular lesion. The key B suggests the question might contain a recall error regarding the side or nature of the facial palsy, but implies a lesion contralateral to the limb weakness."
,,Parkinson's Disease,,Medicine,Neurology,A patient presents with mask-like facies and bradykinesia. Most likely diagnosis?,Parkinson's disease,Hypothyroidism,Myasthenia gravis,Guillain-Barre syndrome,None of them,A,Mask-like facies and bradykinesia are classic signs of Parkinson's disease.
,,Neurocysticercosis,,Medicine,Neurology,A patient presents with new-onset seizure and a solitary ring-enhancing lesion on brain MRI. Which of the following is the most likely cause in an immunocompetent patient?,Toxoplasma gondii,Glioblastoma multiforme,Neurocysticercosis,Cryptococcus neoformans,Progressive multifocal leukoencephalopathy,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>In many parts of the world, <b>Neurocysticercosis</b> (caused by <i>Taenia solium</i>) is the leading cause of adult-onset seizures. It typically presents as a cystic or <b>Ring-Enhancing Lesion</b>. While Glioblastoma is a differential, cysticercosis is a classic infectious cause in MCQ scenarios, especially if travel/endemicity is implied.<br><br><b>Option A:</b> Toxoplasmosis usually presents with <i>multiple</i> ring-enhancing lesions in <i>immunocompromised</i> (HIV) patients."
,,Myasthenia Gravis,,Medicine,Neurology,A patient presents with progressive muscle weakness that worsens with activity and improves with rest. This is due to antibodies against postsynaptic Ach receptors at the NM junction. What is the most likely diagnosis?,Lambert-Eaton syndrome,Myasthenia gravis,Botulism,Muscular dystrophy,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span>
 
 **Myasthenia Gravis** is an autoimmune disorder characterized by antibodies against **Postsynaptic Acetylcholine Receptors**. Clinically, it presents with fatigable weakness (worsens with use, improves with rest).
 
 <b>Option A:</b> Lambert-Eaton is caused by antibodies against **Presynaptic Calcium Channels** and weakness *improves* with use.
 
 <b>Option C:</b> Botulism blocks Ach release."
,,Myasthenia Gravis,,Medicine,Neurology,"A patient presents with ptosis, difficulty in chewing, and difficulty in swallowing that worsens with activity and improves with rest. What is the most likely diagnosis?",Myasthenia gravis,Multiple sclerosis,Botulism,Guillain-Barré syndrome,Amyotrophic lateral sclerosis,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br><b>Myasthenia Gravis</b> is characterized by <b>Fatigable Weakness</b> (worsens with use, improves with rest). Classic bulbar symptoms include Ptosis (drooping eyelids), Diplopia, and Dysphagia/Chewing difficulty.<br><br><b>Option C:</b> Botulism causes <i>descending</i> paralysis and does not improve with rest."
,,Oculomotor Nerve Palsy,,Medicine,Neurology,"A patient presents with ptosis, dilated pupil, and eye deviated ""down and out"". Which cranial nerve is affected?",Trochlear nerve,Abducens nerve,Oculomotor nerve (CN III),Optic nerve,None of them,C,CN III palsy -> lateral rectus and superior oblique unopposed -> eye looks down and out. Ptosis (levator palpebrae) and pupil dilation (parasympathetic loss).
,,Multiple Sclerosis,,Medicine,Neurology,"A patient presents with relapsing remitting limb weakness, visual disturbances, and multiple demyelinating lesions detected on brain MRI, specifically noting plaques in the corpus callosum. What is the most likely diagnosis?",Amyotrophic Lateral Sclerosis,Guillain-Barre Syndrome,Multiple Sclerosis,Chronic Inflammatory Demyelinating Polyneuropathy,None of them,C,"Multiple Sclerosis is a chronic autoimmune disease characterized by demyelination and inflammation of the CNS, often presenting with multiple white matter plaques, including those classically seen near the corpus callosum."
,,TIA Diagnosis,,Medicine,Neurology,A patient presents with transient ischemic attack (TIA) and a carotid bruit. Which is the confirmatory investigation?,Carotid Doppler,Carotid angiogram,ECG,CT scan,EEG,A,Carotid Doppler is a non-invasive first-line investigation to confirm stenosis or occlusion in carotid arteries after TIA with a bruit.
,,Lower Motor Neuron Lesion,,Medicine,Neurology,"A patient presents with weakness and flaccid paralysis involving both upper and lower limbs. There is muscle wasting, fasciculations, and decreased deep tendon reflexes. Sensory examination is normal. Which of the following is the most likely diagnosis?",Multiple sclerosis,Guillain-Barré syndrome,Amyotrophic lateral sclerosis (ALS),Poliomyelitis,Peripheral neuropathy,D,"<span style=""color: #2e7d32""><b>Option D Correct</b></span><br>The combination of <b>Pure Lower Motor Neuron signs</b> (Flaccidity, Wasting, Fasciculations, Areflexia) with <b>Normal Sensation</b> is characteristic of <b>Poliomyelitis</b> (or Spinal Muscular Atrophy).<br><br><b>Option C:</b> ALS has <i>both</i> UMN and LMN signs.<br><b>Option B:</b> GBS has sensory involvement."
,,Transverse Myelitis,,Medicine,Neurology,"A patient presents with weakness in the legs, urinary symptoms, constipation, and loss of cremasteric and abdominal reflexes. CSF examination reveals a normal glucose with elevated lymphocytes. What is the most likely diagnosis?",Transverse myelitis,Bacterial meningitis,Guillain-Barre syndrome,Multiple sclerosis,Stroke,A,"The presentation of leg weakness, urinary symptoms, constipation (autonomic dysfunction), and loss of reflexes strongly suggests an acute inflammatory process affecting the spinal cord (myelitis). CSF showing elevated lymphocytes with normal glucose is typical of a viral/inflammatory condition."
,,Wernicke's Aphasia,,Medicine,Neurology,"A patient speaks fluently, but words are jumbled and meaningless after MCA stroke. Which type of aphasia?",Broca aphasia,Global aphasia,Anomic aphasia,Wernicke aphasia,None of them,D,Broca aphasia -- motor aphasia + Non-fluent + area 44 and 45 + inferior frontal gyrus. Wernicke aphasia -- sensory aphasia + fluent + area 22+ superior temporal gyrus.
,,Brown-Sequard Syndrome,,Medicine,Neurology,"A patient suffers a stab wound to the right side of the spinal cord at the T10 level. On examination, he has loss of proprioception and motor function on the right side below the lesion but loss of pain and temperature sensation on the left side. Which spinal cord syndrome best explains these findings?",Central cord syndrome,Anterior cord syndrome,Brown-Séquard syndrome,Posterior cord syndrome,Cauda equina syndrome,C,Brown-Séquard: Hemisection. Ipsilateral motor/proprioception loss; Contralateral pain/temp loss.
,,Spinal Cord Lesions,,Medicine,Neurology,A patient sustained a road traffic accident and now presented with contralateral loss of pin prick sensation from T9 down and ipsilateral loss of two-point discrimination and proprioception T8 down. Where is the most likely site of the lesion?,Lesion of spinothalamic tract at the level of T9,Hemi section of the spinal cord at the level of T11,Hemi section of the spinal cord at the level of T12,Complete transection of the spinal cord at the level of T9,None of them,A,"This is a classic presentation of Brown-Séquard syndrome. Although A only defines its one aspect (lesion of contralateral spinothalamic tract) and does not give clue to another main aspect which is lesion of ipsilateral DCML, but only this option seems correct. B & C Are too low to justify the symptoms. D would cause bilateral loss of all sensation below T9, which is not the case."
,,Parietal Lobe Lesion,,Medicine,Neurology,A patient with a lesion in the left superior parietal lobule presents with difficulty in recognizing objects placed in the contralateral hand (astereognosis) and difficulty performing learned skilled movements (apraxia). Which cortical area is most likely damaged?,Left precentral gyrus (primary motor cortex),Left superior parietal lobule (somatosensory association cortex),Left primary visual cortex,Right inferior parietal lobule,None of them,B,Somatosensory association cortex (Area 5 & 7) integrates sensory modalities. Lesions cause astereognosis and apraxia.
,,Neurogenic Bladder,,Medicine,Neurology,A patient with an old C5 spinal cord injury reports a sensation of lower abdominal fullness and difficulty voiding. The bladder empties when suprapubic pressure is applied. What is the underlying mechanism?,Loss of sympathetic outflow causing atonic bladder,Loss of voluntary control with intact reflex arc → reflex (spastic) bladder,Increased parasympathetic activity causing overflow incontinence,Complete denervation of detrusor muscle,None of them,B,"(Above S2-S4 lesion → reflex emptying, bladder can be triggered by massage, NOT sympathetic overactivity.)"
,,Hemiballismus,,Medicine,Neurology,A patient with left hand involuntary flying movements of one hand that subsides with sleep. Lesion in?,Caudate,Hypothalamus,Globus,Thalamus,Contralateral subthalamic nucleus,E,"<span style=""color: #2e7d32""><b>Option E Correct</b></span><br><b>Hemiballismus</b> (violent flinging movements) is caused by a lesion in the <b>Contralateral Subthalamic Nucleus</b>."
,,Vitamin B6 Deficiency,,Medicine,Neurology,A patient with seizures and irritability is found to have deficiency of a vitamin needed for neurotransmitter synthesis. Which vitamin?,Vitamin B12,Vitamin B1,Vitamin B6 (pyridoxine),Folic acid,None of them,C,"Vitamin B6 → cofactor for decarboxylation reactions → synthesis of dopamine, serotonin, GABA, norepinephrine."
,,Tabes Dorsalis,,Medicine,Neurology,A patient with tabes dorsalis presents with urinary dribbling after bladder fullness.,Damage to sensory fibers from urinary bladder,Overstimulation of parasympathetic activity,Damage to higher center,Trauma at spinal cord,None of them,B,"Tabes dorsalis affects posterior columns and dorsal roots, causing loss of bladder control. Urinary dribbling is due to unopposed parasympathetic activity, poor sphincter control."
,,Tuberculous Meningitis,,Medicine,Neurology,"A patient's CSF analysis shows protein 2.5 g/L, lymphocytes 75%, neutrophils 25%, glucose moderately low. Most likely cause?",Viral meningitis,Tuberculous meningitis,Pyogenic meningitis,Fungal meningitis,None of them,B,"TB Meningitis: High protein, lymphocytic pleocytosis, low glucose. (Viral has normal glucose; Pyogenic has neutrophils)."
,,Frontotemporal Dementia,,Medicine,Neurology,"A type of dementia characterized initially by dramatic changes in behavior, personality, and executive function, rather than memory impairment, is most often associated with pathology in which brain region?",Frontal lobe,Occipital lobe,Parietal lobe,Temporal lobe,None of them,A,"Dementia disorders that cause early and prominent personality, behavior, and executive function changes are typically due to pathology involving the frontal lobe (e.g., Frontotemporal Dementia)."
,,Epilepsy,,Medicine,Neurology,An 18-year-old female presents with seizures that start from the finger and spread to the elbow (focal motor seizure). Liver and renal function tests are normal. Which drug should be avoided in this patient?,Valproate,Carbamazepine,Diazepam,Levetiracetam,None of them,A,"Valproate is a very effective anti-epileptic drug but it is a major teratogen. Due to these risks, guidelines strongly recommend that Valproate be avoided in women of child-bearing age unless other treatment options are ineffective or not tolerated."
,,Wernicke's Encephalopathy,,Medicine,Neurology,"An alcoholic patient presents with confusion, ophthalmoplegia, and ataxia. Which vitamin deficiency is responsible for this condition?",Vitamin B12,Vitamin B1 (Thiamine),Vitamin B6,Vitamin C,Vitamin D,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The triad of <b>Confusion, Ophthalmoplegia, and Ataxia</b> defines <b>Wernicke Encephalopathy</b>. It is caused by <b>Thiamine (Vitamin B1)</b> deficiency, most commonly in chronic alcoholics."
,,Normal Pressure Hydrocephalus,,Medicine,Neurology,"An elderly patient presents with a history of urinary incontinence twice in the past year, along with irrelevant talking and forgetting his son's name. What is the most likely diagnosis?",Dementia,Delirium,Parkinson's disease,Depression,None of them,A,"Cognitive decline (forgetting names) + Irrelevant speech + Incontinence (late stage) suggests Dementia. (Note: NPH presents with incontinence/gait/dementia triad, but general Dementia fits the description)."
,,Normal Pressure Hydrocephalus,,Medicine,Neurology,"An elderly patient presents with a progressive triad of gait ataxia, dementia, and urinary incontinence/dribbling. A likely diagnosis, potentially treatable with CSF shunting, is:",Alzheimer's Disease,Subdural Hematoma,Normal Pressure Hydrocephalus,Vascular Dementia,None of them,C,"The ""wet, wacky, and wobbly"" triad (Urinary incontinence, Dementia, and Gait Ataxia) is the classic presentation of Normal Pressure Hydrocephalus (NPH), caused by impaired CSF absorption."
,,Bacterial Meningitis,,Medicine,Neurology,"An old male of 80 years age presented to hospital with fever, confusion, neck stiffness and vomiting. Kerning's and Brudzinski sign are positive. Lumbar puncture confirmed the diagnosis of acute bacterial meningitis. Which is the causative organism in this case?",Streptococcus pneumoniae,Neisseria meningitidis,Listeria monocytogenes,Escherichia coli,Cryptococcus neoformans,A,S. pneumoniae is the most common cause of bacterial meningitis in adults and elderly. Listeria is also a concern in elderly/immunocompromised but Pneumococcus is #1 overall.
,,CSF Physiology,,Medicine,Neurology,Cerebrospinal fluid (CSF) is produced by the choroid plexus. Which of the following factors most influences its rate of production?,Cerebral blood flow,Cerebral metabolic oxygen consumption,Plasma osmolality,Intracranial pressure,None of them,A,"CSF is formed by the choroid plexuses through active transport and ultrafiltration of plasma. The rate of this secretion is remarkably constant and is generally independent of intracranial pressure. The rate-limiting factor that directly influences the production rate is the rate of plasma delivery to the choroid plexuses, which is a component of the overall Cerebral Blood Flow."
,,CSF Physiology,,Medicine,Neurology,CSF Production mainly depends on:,Cerebral blood flow,Local metabolites,CO2 concentration of blood,pH of blood,None of them,A,"Cerebrospinal Fluid (CSF) is primarily produced by the choroid plexuses in the ventricles. The production of CSF is essentially a constant process that is independent of intracranial pressure, cerebral metabolic rate, and blood gas concentrations (CO2 or O2). It is most directly and constantly dependent on the volume and rate of blood flow to the choroid plexuses."
,,Subacute Combined Degeneration,,Medicine,Neurology,Deficiency of Vitamin B12 classically leads to which severe complication due to its role in nerve health?,Peripheral neuropathy only,Beriberi,Subacute combined degeneration of the spinal cord,Osteomalacia,None of them,C,"B12 deficiency impairs myelin synthesis, leading to demyelination and irreversible damage to the dorsal and lateral columns of the spinal cord (subacute combined degeneration)."
,,Motion Sickness,,Medicine,Neurology,Disequilibrium response of Autonomic nervous system shown in which of following?,Cerebellar Ataxia,Hyperhydrosis,Cushing reflux,Hydrocephalus,Raised ICP,C,
,,Broca's Aphasia,,Medicine,Neurology,Elderly patient after stroke difficulty in phonation and word forming. Area involved?,Inferior posterior prefrontal cortex,Motor area,Superior prefrontal cortex,Wernike area,None of them,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The clinical picture describes <b>Broca's Aphasia</b> (Non-fluent, expressive). Broca's area is located in the <b>Inferior Frontal Gyrus</b> (part of the Prefrontal/Motor association areas). Option B (""Motor area"" or nearby inferior frontal region) is the best fit among the choices.<br><br><b>Option D:</b> Wernicke's causes fluent, sensory aphasia."
,,Hemineglect,,Medicine,Neurology,Hemineglect occurs due to a defect in which of the following?,Primary somatosensory cortex,Somatosensory association area,Primary motor cortex,Hippocampus,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span>
 
 **Hemineglect** (Spatial Neglect) is usually caused by a lesion in the **Non-Dominant Parietal Lobe** (Right hemisphere), specifically the **Somatosensory Association Area**. The patient ignores stimuli from the contralateral (left) side of the body/space.
 
 <b>Option A:</b> Primary sensory cortex lesion causes simple sensory loss, not neglect.
 
 <b>Option D:</b> Hippocampus is for memory."
,,Cerebellar Dysfunction,,Medicine,Neurology,Nystagmus is a feature of lesion of which area?,Medulla,Midbrain,Cerebellum,Pons,None of them,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br><b>Nystagmus</b> is a classic sign of <b>Cerebellar</b> (Vestibulo-cerebellum) or Vestibular system dysfunction."
,,Aphasia,,Medicine,Neurology,Patient after RTA can’t understand and read. Most likely suffering from:,Anomic aphasia,Global aphasia,Broca's aphasia,Wernicke's aphasia,None,D,"<span style=""color: #2e7d32""><b>Option D Correct</b></span>
 
 **Wernicke's Aphasia** (Receptive Aphasia) is characterized by fluent but nonsensical speech and a profound inability to **comprehend** spoken or written language (Alexia).
 
 <b>Option C:</b> Broca's aphasia is Expressive (non-fluent) with preserved comprehension.
 
 <b>Option B:</b> Global aphasia involves loss of both production and comprehension.
 
 <b>Option A:</b> Anomic aphasia is difficulty finding words."
