Book,Exam,Number,ID,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
,,,,Respiratory Physiology (BRS),Control of Breathing,The Ventral Respiratory Group is primarily responsible for which phase of respiration?,Passive inspiration,Quiet expiration,Inspiration,Forced expiration,Gasping,D,"<div style=""text-align: justify""><b><span style=""color:green"">Forced expiration</span></b><br>The ventral group remains mostly inactive during quiet breathing but becomes vital during exercise or distress to drive expiratory muscles.<br><br><b><span style=""color:red"">Passive inspiration</span></b><br>Inspiration is never passive, and the primary drive for it comes from the dorsal, not ventral, group.<br><br><b><span style=""color:red"">Quiet expiration</span></b><br>Quiet expiration is a passive process resulting from lung recoil and does not require the activation of the ventral group.<br><br><b><span style=""color:red"">Inspiration</span></b><br>While the ventral group has some inspiratory neurons, the dorsal group is the primary driver for inhalation.<br><br><b><span style=""color:red"">Gasping</span></b><br>Gasping is a primitive respiratory pattern often managed by lower brainstem or spinal centers during severe hypoxia.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Ventral = ""V""igorous expiration.</center></div>"
,,,,Respiratory Physiology (BRS),Control of Breathing,What is the functional relationship between the Apneustic and Pneumotaxic centers regarding inspiration?,Both inhibit inspiration,Both stimulate inspiration,Apneustic stimulates; Pneumotaxic inhibits,Apneustic inhibits; Pneumotaxic stimulates,They both regulate expiration only,C,"<div style=""text-align: justify""><b><span style=""color:green"">Apneustic stimulates; Pneumotaxic inhibits</span></b><br>The apneustic center tries to keep the ""in-breath"" going, while the pneumotaxic center acts as the ""cutoff switch"" to prevent over-inflation.<br><br><b><span style=""color:red"">Both inhibit inspiration</span></b><br>If both inhibited inspiration, the body would be unable to initiate a breath or maintain an adequate tidal volume.<br><br><b><span style=""color:red"">Both stimulate inspiration</span></b><br>Without an inhibitory influence, inspiration would be prolonged indefinitely, preventing the necessary expiratory phase.<br><br><b><span style=""color:red"">Apneustic inhibits; Pneumotaxic stimulates</span></b><br>This is the reverse of their actual physiological roles in regulating the respiratory ramp signal.<br><br><b><span style=""color:red"">They both regulate expiration only</span></b><br>These pontine centers are primarily focused on the timing and transition of the inspiratory phase.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Apneustic ""A""mplifies (Stimulates), Pneumotaxic ""P""arches (Inhibits/Stops).</center></div>"
,,,,Renal Physiology (BRS),Glomerular Filtration Rate,Which substance is considered the gold standard for the precise measurement of GFR?,Glucose,Albumin,Inulin,Sodium,Para-aminohippurate (PAH),C,"<div style=""text-align: justify""><b><span style=""color:green"">Inulin</span></b><br>Inulin is the ideal marker for GFR because it is freely filtered by the glomerulus and is neither reabsorbed nor secreted by the renal tubules.<br><br><b><span style=""color:red"">Glucose</span></b><br>Glucose is filtered but normally completely reabsorbed in the proximal tubule, making it useless for measuring filtration rate.<br><br><b><span style=""color:red"">Albumin</span></b><br>Albumin is a large protein that should not be filtered by a healthy glomerulus; its presence in urine indicates kidney damage rather than GFR.<br><br><b><span style=""color:red"">Sodium</span></b><br>Sodium is heavily regulated and reabsorbed throughout the nephron, so its clearance does not provide an accurate reflection of the initial filtration rate.<br><br><b><span style=""color:red"">Para-aminohippurate (PAH)</span></b><br>PAH is both filtered and heavily secreted, making it the marker for Renal Plasma Flow (RPF) rather than GFR.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""In""ulin stays ""In"" the fluid without being touched by the tubules.</center></div>"
,,,,Renal Physiology (BRS),Glomerular Filtration Rate,"In clinical practice, which two laboratory values are commonly used to estimate GFR?",ALT and AST,BUN and Creatinine,Sodium and Potassium,Amylase and Lipase,Hemoglobin and Hematocrit,B,"<div style=""text-align: justify""><b><span style=""color:green"">BUN and Creatinine</span></b><br>Blood Urea Nitrogen (BUN) and Creatinine are waste products filtered by the kidney; as GFR falls, their concentration in the blood rises, making them effective markers of function.<br><br><b><span style=""color:red"">ALT and AST</span></b><br>These are liver enzymes used to assess hepatic damage and provide no information regarding renal filtration capacity.<br><br><b><span style=""color:red"">Sodium and Potassium</span></b><br>While these are vital electrolytes managed by the kidney, their blood levels are affected by many factors beyond just the filtration rate.<br><br><b><span style=""color:red"">Amylase and Lipase</span></b><br>These are pancreatic enzymes used to diagnose pancreatitis and are not indicators of renal clearance.<br><br><b><span style=""color:red"">Hemoglobin and Hematocrit</span></b><br>These values measure red blood cell status; while the kidney produces erythropoietin, these are not used to estimate the daily GFR.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>BUN and Creatinine are the ""Dynamic Duo"" of kidney testing.</center></div>"
,,,,Renal Physiology (BRS),Glomerular Filtration Rate,Which BUN/creatinine ratio is characteristic of Prerenal Azotemia?,< 10:1,10:1 to 15:1,> 20:1,Exactly 5:1,None of the above,C,"<div style=""text-align: justify""><b><span style=""color:green"">> 20:1</span></b><br>In prerenal states (like dehydration), the kidney reabsorbs urea disproportionately to creatinine, leading to an elevated ratio above 20:1.<br><br><b><span style=""color:red"">< 10:1</span></b><br>A low ratio is often seen in intrinsic renal damage where the tubules can no longer reabsorb urea effectively.<br><br><b><span style=""color:red"">10:1 to 15:1</span></b><br>This range is generally considered normal, indicating that the filtration and reabsorption of waste products are in balance.<br><br><b><span style=""color:red"">Exactly 5:1</span></b><br>A ratio this low would be highly suggestive of severe tubular necrosis or liver failure where urea production is decreased.<br><br><b><span style=""color:red"">None of the above</span></b><br>The > 20:1 ratio is a well-established clinical diagnostic marker for prerenal causes of kidney dysfunction.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""P""rerenal = ""P""lenty of Urea (High Ratio).</center></div>"
,,,,Renal Physiology (BRS),Glomerular Filtration Rate,How does GFR typically change as a part of the normal aging process?,It increases linearly,It remains constant throughout life,It decreases with age,It fluctuates randomly,It increases after age 60,C,"<div style=""text-align: justify""><b><span style=""color:green"">It decreases with age</span></b><br>Beginning in middle age, the number of functional nephrons naturally declines, leading to a gradual and expected decrease in the total GFR.<br><br><b><span style=""color:red"">It increases linearly</span></b><br>Biological systems generally face a decline in functional reserve over time; an increase in GFR with age would be physiologically abnormal.<br><br><b><span style=""color:red"">It remains constant throughout life</span></b><br>While the body tries to maintain homeostasis, the structural aging of the renal vasculature leads to a slow, measurable drop in clearance.<br><br><b><span style=""color:red"">It fluctuates randomly</span></b><br>The decline is usually a steady, age-related trend rather than a series of random fluctuations.<br><br><b><span style=""color:red"">It increases after age 60</span></b><br>Age 60 is typically when the cumulative effects of nephron loss become more apparent as a decrease, not an increase, in filtration.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Aging = ""A""ctivity of kidney goes down.</center></div>"
,,,,Renal Physiology (BRS),Glomerular Filtration Rate,What is the normal value for the Filtration Fraction (FF) in a healthy kidney?,0.05,0.1,0.2,0.5,0.8,C,"<div style=""text-align: justify""><b><span style=""color:green"">0.20</span></b><br>The filtration fraction represents the portion of renal plasma flow that actually crosses into Bowman's capsule, which is normally about 20%.<br><br><b><span style=""color:red"">0.05</span></b><br>A fraction this low would indicate severe filtration failure, even if blood flow to the kidney remained normal.<br><br><b><span style=""color:red"">0.10</span></b><br>This is half of the normal value and would suggest a significant pathology affecting the glomerular basement membrane.<br><br><b><span style=""color:red"">0.50</span></b><br>A 50% filtration fraction would mean half of all plasma is filtered, which would lead to extremely high viscosity in the efferent arterioles.<br><br><b><span style=""color:red"">0.80</span></b><br>Filtering 80% of plasma is physiologically impossible, as it would leave the remaining blood too ""thick"" to flow through the peritubular capillaries.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>The kidney ""takes its 20% cut"" (0.20) of the plasma flow.</center></div>"
,,,,Renal Physiology (BRS),Glomerular Filtration Rate,What is the direct effect of constricting the afferent arteriole on the GFR?,Increase GFR,Decrease GFR,No change in GFR,Infinite GFR,Stabilizes GFR at 120,B,"<div style=""text-align: justify""><b><span style=""color:green"">Decrease GFR</span></b><br>Constricting the ""inlet"" pipe reduces the hydrostatic pressure inside the glomerulus, which directly lowers the rate of filtration.<br><br><b><span style=""color:red"">Increase GFR</span></b><br>To increase GFR, you would need to either open the afferent arteriole (more flow in) or constrict the efferent arteriole (less flow out).<br><br><b><span style=""color:red"">No change in GFR</span></b><br>The afferent arteriole is the primary control point for glomerular pressure; changing its diameter always impacts filtration.<br><br><b><span style=""color:red"">Infinite GFR</span></b><br>Filtration is limited by physical pressures and surface area; it can never become infinite.<br><br><b><span style=""color:red"">Stabilizes GFR at 120</span></b><br>While 120 mL/min is a normal GFR, constriction of the afferent vessel will actively pull the rate below that baseline.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""A""fferent constriction = ""A""way with GFR (Decrease).</center></div>"
,,,,Renal Physiology (BRS),Glomerular Filtration Rate,How does constriction of the efferent arteriole impact the GFR?,Decrease GFR,Increase GFR,Stops GFR entirely,Decreases filtration fraction,Increases Renal Plasma Flow,B,"<div style=""text-align: justify""><b><span style=""color:green"">Increase GFR</span></b><br>Constricting the ""exit"" pipe creates a ""back-up"" of pressure in the glomerulus, which forces more fluid across the filtration barrier.<br><br><b><span style=""color:red"">Decrease GFR</span></b><br>Efferent constriction raises glomerular hydrostatic pressure, which is the primary force that *increases* filtration.<br><br><b><span style=""color:red"">Stops GFR entirely</span></b><br>Moderate constriction increases GFR; only extreme, total occlusion would potentially lead to a cessation of flow and filtration.<br><br><b><span style=""color:red"">Decreases filtration fraction</span></b><br>Efferent constriction actually increases the filtration fraction because GFR goes up while the total plasma flow (RPF) goes down.<br><br><b><span style=""color:red"">Increases Renal Plasma Flow</span></b><br>Any constriction of the renal arterioles (afferent or efferent) will increase resistance and therefore decrease total plasma flow.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""E""fferent constriction = ""E""levated GFR.</center></div>"
,,,,Renal Physiology (BRS),Glomerular Filtration Rate,An increased filtration fraction leads to what secondary effect in the Proximal Convoluted Tubule (PCT)?,Decreased reabsorption,Increased reabsorption,Increased secretion of water,Blocking of the Na-K pump,Increased glucose excretion,B,"<div style=""text-align: justify""><b><span style=""color:green"">Increased reabsorption</span></b><br>A higher filtration fraction leaves the blood in the peritubular capillaries with a higher oncotic pressure, which ""pulls"" more fluid and solutes back into the blood.<br><br><b><span style=""color:red"">Decreased reabsorption</span></b><br>A decrease in filtration fraction would lower the oncotic ""pull"" of the peritubular capillaries, thereby reducing reabsorption.<br><br><b><span style=""color:red"">Increased secretion of water</span></b><br>The kidney is designed to reclaim water in the PCT; increased filtration fraction enhances this reclamation rather than promoting secretion.<br><br><b><span style=""color:red"">Blocking of the Na-K pump</span></b><br>Filtration fraction is a hemodynamic property and does not directly act as a biochemical inhibitor of the Na-K ATPase pump.<br><br><b><span style=""color:red"">Increased glucose excretion</span></b><br>Higher reabsorption typically ensures that solutes like glucose are more effectively reclaimed from the tubular fluid.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>High Fraction = High ""Force"" (oncotic) to pull things back in.</center></div>"
,,,,Renal Physiology (BRS),NaCl Regulation,Which segment of the nephron is responsible for the largest percentage of sodium reabsorption?,Thick ascending limb,Distal convoluted tubule,Proximal convoluted tubule (PCT),Collecting duct,Descending limb of Henle,C,"<div style=""text-align: justify""><b><span style=""color:green"">Proximal convoluted tubule (PCT)</span></b><br>The PCT is the ""workhorse"" of the kidney, reabsorbing approximately 67% of the filtered sodium along with water to maintain fluid balance.<br><br><b><span style=""color:red"">Thick ascending limb</span></b><br>This segment reabsorbs a significant amount of sodium (about 25%), but it is secondary to the massive reabsorption that occurs in the PCT.<br><br><b><span style=""color:red"">Distal convoluted tubule</span></b><br>The distal tubule handles a much smaller fraction of sodium (around 5-8%), focusing more on fine-tuning than bulk transport.<br><br><b><span style=""color:red"">Collecting duct</span></b><br>While critical for final salt and water adjustment under hormonal control, the collecting duct reabsorbs only a small remainder of the filtered sodium.<br><br><b><span style=""color:red"">Descending limb of Henle</span></b><br>This segment is primarily permeable to water and is virtually impermeable to solutes like sodium, contributing little to reabsorption.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>PCT = ""P""rimary ""C""onductor of ""T""ransport (67%).</center></div>"
,,,,Renal Physiology (BRS),NaCl Regulation,"In the early PCT, sodium reabsorption primarily occurs through cotransport with which of the following?",Potassium and Hydrogen,Chloride only,Glucose and amino acids,Ammonia,Bicarbonate only,C,"<div style=""text-align: justify""><b><span style=""color:green"">Glucose and amino acids</span></b><br>In the early proximal tubule, sodium is coupled with essential solutes like glucose, amino acids, and phosphate to reclaim them from the urine.<br><br><b><span style=""color:red"">Potassium and Hydrogen</span></b><br>Sodium is usually exchanged for hydrogen (antiport) rather than cotransported with it in this segment.<br><br><b><span style=""color:red"">Chloride only</span></b><br>Sodium-chloride cotransport is the hallmark of the *late* proximal tubule, after most glucose and amino acids have already been reclaimed.<br><br><b><span style=""color:red"">Ammonia</span></b><br>Ammonia is secreted into the tubular fluid to help with acid-base balance, it is not a cotransport partner for sodium reabsorption.<br><br><b><span style=""color:red"">Bicarbonate only</span></b><br>While sodium is linked to bicarbonate reabsorption via carbonic anhydrase, the early PCT is specifically noted for cotransport with various organic solutes.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Early PCT = Sodium ""G""oes with ""G""lucose.</center></div>"
,,,,Renal Physiology (BRS),NaCl Regulation,Which class of diuretics exerts its primary effect on the early proximal convoluted tubule?,Loop diuretics,Thiazide diuretics,Acetazolamide,Potassium-sparing diuretics,Osmotic diuretics,C,"<div style=""text-align: justify""><b><span style=""color:green"">Acetazolamide</span></b><br>Acetazolamide is a carbonic anhydrase inhibitor that acts in the early PCT to block the reabsorption of sodium bicarbonate.<br><br><b><span style=""color:red"">Loop diuretics</span></b><br>Loop diuretics like furosemide target the thick ascending limb of the loop of Henle, not the proximal tubule.<br><br><b><span style=""color:red"">Thiazide diuretics</span></b><br>Thiazides act further down the nephron, specifically targeting the early distal convoluted tubule.<br><br><b><span style=""color:red"">Potassium-sparing diuretics</span></b><br>These drugs, like spironolactone, act on the late distal tubule and collecting ducts, often by antagonizing aldosterone.<br><br><b><span style=""color:red"">Osmotic diuretics</span></b><br>While they work throughout the nephron, the specific pharmacological action of Acetazolamide is uniquely tied to the early PCT biochemistry.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""A""cetazolamide = ""A""cts ""A""t the start (Early PCT).</center></div>"
,,,,Renal Physiology (BRS),NaCl Regulation,Which segment of the nephron is characterized as being completely impermeable to water?,Proximal tubule,Descending limb of Henle,Thick ascending limb of Henle,Late distal tubule,Collecting duct,C,"<div style=""text-align: justify""><b><span style=""color:green"">Thick ascending limb of Henle</span></b><br>This segment is the ""diluting segment"" because it actively pumps out solutes (NaCl) while refusing to let water follow, making the urine dilute.<br><br><b><span style=""color:red"">Proximal tubule</span></b><br>The proximal tubule is highly permeable to water, ensuring that reabsorption is nearly isosmotic with the plasma.<br><br><b><span style=""color:red"">Descending limb of Henle</span></b><br>The thin descending limb is highly permeable to water, which allows the tubular fluid to become concentrated as it descends.<br><br><b><span style=""color:red"">Late distal tubule</span></b><br>The late distal tubule is permeable to water in the presence of Antidiuretic Hormone (ADH), so it is not considered impermeable.<br><br><b><span style=""color:red"">Collecting duct</span></b><br>The collecting duct's water permeability is variable and regulated by ADH to determine final urine concentration.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>The ""A""scending limb ""A""voids water.</center></div>"
,,,,Renal Physiology (BRS),NaCl Regulation,Loop diuretics specifically inhibit transporters in which part of the nephron?,Early distal tubule,Proximal tubule,Thick ascending limb of Henle,Thin descending limb,Collecting duct,C,"<div style=""text-align: justify""><b><span style=""color:green"">Thick ascending limb of Henle</span></b><br>Loop diuretics inhibit the Na+-K+-2Cl- cotransporter in this segment, which is a powerful way to promote salt and water loss.<br><br><b><span style=""color:red"">Early distal tubule</span></b><br>This is the site of action for Thiazide diuretics, which use a different transporter mechanism.<br><br><b><span style=""color:red"">Proximal tubule</span></b><br>The proximal tubule is not the primary target for loop diuretics; it is managed by drugs like Acetazolamide.<br><br><b><span style=""color:red"">Thin descending limb</span></b><br>This segment lacks the active transport machinery for electrolytes that loop diuretics are designed to inhibit.<br><br><b><span style=""color:red"">Collecting duct</span></b><br>The collecting duct is regulated by aldosterone and ADH, rather than the cotransporters targeted by loop diuretics.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""L""oop diuretics for the ""L""imb of Henle.</center></div>"
,,,,Renal Physiology (BRS),NaCl Regulation,Thiazide diuretics are designed to act on which specific region of the nephron?,Thick ascending limb,Late collecting duct,Early distal tubule,Proximal tubule,Loop of Henle,C,"<div style=""text-align: justify""><b><span style=""color:green"">Early distal tubule</span></b><br>Thiazides inhibit the Na+-Cl- cotransporter in the early distal tubule, making them effective for managing hypertension and mild fluid retention.<br><br><b><span style=""color:red"">Thick ascending limb</span></b><br>This is the site of action for loop diuretics, which are generally more potent than thiazides.<br><br><b><span style=""color:red"">Late collecting duct</span></b><br>The late collecting duct is governed by hormones and potassium-sparing drugs, not thiazides.<br><br><b><span style=""color:red"">Proximal tubule</span></b><br>The proximal tubule's sodium transport is already 67% complete by the time thiazides would encounter the fluid.<br><br><b><span style=""color:red"">Loop of Henle</span></b><br>Thiazides bypass the loop entirely to act on the next segment in the sequence, the distal tubule.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""T""hiazides for the ""T""ubule (Distal).</center></div>"
,,,,Renal Physiology (BRS),NaCl Regulation,What are the dual effects of Aldosterone on the late distal tubule and collecting duct?,Increase Na+ secretion and K+ reabsorption,Decrease Na+ and K+ reabsorption,Increase Na+ reabsorption and K+ secretion,Decrease Na+ reabsorption and water permeability,No effect on electrolyte balance,C,"<div style=""text-align: justify""><b><span style=""color:green"">Increase Na+ reabsorption and K+ secretion</span></b><br>Aldosterone upregulates pumps that reclaim sodium from the urine and simultaneously dump potassium into the urine.<br><br><b><span style=""color:red"">Increase Na+ secretion and K+ reabsorption</span></b><br>This is the opposite of aldosterone's function; the hormone is meant to save salt, not lose it.<br><br><b><span style=""color:red"">Decrease Na+ and K+ reabsorption</span></b><br>Aldosterone specifically increases the transport of these ions rather than decreasing the reabsorptive capacity.<br><br><b><span style=""color:red"">Decrease Na+ reabsorption and water permeability</span></b><br>The hormone actually facilitates water retention indirectly by increasing the sodium gradient.<br><br><b><span style=""color:red"">No effect on electrolyte balance</span></b><br>Aldosterone is the primary hormonal regulator of the body's sodium and potassium balance in the kidney.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Aldosterone: ""S""aves ""S""odium, ""P""ushes ""P""otassium.</center></div>"
,,,,Renal Physiology (BRS),NaCl Regulation,Which cell type in the collecting duct is primarily responsible for secreting H+ and reabsorbing K+?,Principal cells,Podocytes,α-intercalated cells,Mesangial cells,Endothelial cells,C,"<div style=""text-align: justify""><b><span style=""color:green"">α-intercalated cells</span></b><br>These specialized cells are essential for acid-base balance by secreting acid (H+) and helping reclaim potassium during states of depletion.<br><br><b><span style=""color:red"">Principal cells</span></b><br>Principal cells focus on sodium and water reabsorption and potassium *secretion*, rather than reabsorption.<br><br><b><span style=""color:red"">Podocytes</span></b><br>Podocytes are found in the glomerulus and form the filtration barrier; they are not involved in distal tubular secretion.<br><br><b><span style=""color:red"">Mesangial cells</span></b><br>These cells provide structural support and contractility within the glomerulus, having no role in electrolyte transport in the collecting duct.<br><br><b><span style=""color:red"">Endothelial cells</span></b><br>Endothelial cells line the blood vessels; they are not the transport cells of the renal tubule epithelium.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""A""lpha cells ""A""dd acid (H+) to the urine.</center></div>"
,,,,Renal Physiology (BRS),Potassium Regulation,Where is the vast majority of the body's total potassium (K+) located?,Extracellular fluid (ECF),Intracellular fluid (ICF),Blood plasma,Interstitial fluid,Bone matrix,B,"<div style=""text-align: justify""><b><span style=""color:green"">Intracellular fluid (ICF)</span></b><br>The majority of the body's potassium is stored inside cells, maintained by the Na-K ATPase pump, which is crucial for resting membrane potentials.<br><br><b><span style=""color:red"">Extracellular fluid (ECF)</span></b><br>Only about 2% of total body potassium is found in the ECF; however, this small fraction is tightly regulated to prevent cardiac arrhythmias.<br><br><b><span style=""color:red"">Blood plasma</span></b><br>Plasma is a subset of the ECF and contains very low concentrations of potassium compared to the high concentrations found inside cells.<br><br><b><span style=""color:red"">Interstitial fluid</span></b><br>This fluid bathes the cells but, like the rest of the ECF, it maintains a much lower potassium concentration than the intracellular compartment.<br><br><b><span style=""color:red"">Bone matrix</span></b><br>While bone stores the majority of the body's calcium and phosphate, it does not serve as a primary reservoir for potassium.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>$K^+$ stays ""K""onfined ""I""nside (ICF).</center></div>"
,,,,Renal Physiology (BRS),Potassium Regulation,What percentage of filtered potassium is typically reabsorbed in the Proximal Convoluted Tubule (PCT)?,20%,45%,67%,85%,100%,C,"<div style=""text-align: justify""><b><span style=""color:green"">67%</span></b><br>Like sodium and water, the bulk of potassium reabsorption (roughly two-thirds) occurs in the PCT, regardless of the body's potassium balance.<br><br><b><span style=""color:red"">20%</span></b><br>This value represents the amount of potassium reabsorbed in the thick ascending limb, not the larger amount reclaimed in the PCT.<br><br><b><span style=""color:red"">45%</span></b><br>This is an intermediate value that does not reflect the standard physiological constant of 67% seen in the proximal tubule.<br><br><b><span style=""color:red"">85%</span></b><br>By the time the fluid leaves the loop of Henle, about 87% (67% + 20%) has been reabsorbed, making 85% an inaccurate figure for the PCT alone.<br><br><b><span style=""color:red"">100%</span></b><br>The kidney never reabsorbs 100% of potassium in the PCT; some must remain to be handled by the distal segments for final regulation.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>67% is the ""Standard Share"" for the PCT (Same as Sodium!).</center></div>"
,,,,Renal Physiology (BRS),Potassium Regulation,Which transporter is responsible for the reabsorption of 20% of filtered potassium in the thick ascending limb?,Na-H Exchanger,Na-Cl Cotransporter,Na-K-2Cl Cotransporter,Sodium-Glucose Linked Transporter,Potassium-Hydrogen ATPase,C,"<div style=""text-align: justify""><b><span style=""color:green"">Na-K-2Cl Cotransporter</span></b><br>This specific transporter in the thick ascending limb reabsorbs potassium along with sodium and chloride; it is the primary target of loop diuretics.<br><br><b><span style=""color:red"">Na-H Exchanger</span></b><br>This exchanger is primarily located in the proximal tubule and is involved in acid-base balance and sodium reabsorption, not $K^+$ reabsorption in the loop.<br><br><b><span style=""color:red"">Na-Cl Cotransporter</span></b><br>This transporter is located in the distal convoluted tubule and is targeted by thiazide diuretics, not the thick ascending limb.<br><br><b><span style=""color:red"">Sodium-Glucose Linked Transporter</span></b><br>SGLTs are responsible for reclaiming glucose in the proximal tubule and have no role in potassium handling in the loop of Henle.<br><br><b><span style=""color:red"">Potassium-Hydrogen ATPase</span></b><br>This pump is found in the intercalated cells of the collecting duct for active $K^+$ reabsorption, not in the thick ascending limb.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""NKCC2"" = 1 Sodium, 1 Potassium, 2 Chlorides in the Loop.</center></div>"
,,,,Renal Physiology (BRS),Potassium Regulation,Which specific cells in the collecting duct are responsible for the reabsorption of potassium?,Principal cells,Podocytes,Alpha-intercalated cells,Beta-intercalated cells,Macula densa cells,C,"<div style=""text-align: justify""><b><span style=""color:green"">Alpha-intercalated cells</span></b><br>During periods of potassium depletion, these cells use an active $H^+$-$K^+$ ATPase to pull potassium back into the blood while secreting acid.<br><br><b><span style=""color:red"">Principal cells</span></b><br>Principal cells are primarily responsible for the *secretion* of potassium into the urine, rather than its reabsorption.<br><br><b><span style=""color:red"">Podocytes</span></b><br>Podocytes are part of the filtration barrier in the glomerulus and do not participate in the transport of ions in the collecting duct.<br><br><b><span style=""color:red"">Beta-intercalated cells</span></b><br>Beta cells are involved in bicarbonate secretion during alkalosis and do not play the primary role in potassium reabsorption.<br><br><b><span style=""color:red"">Macula densa cells</span></b><br>These are specialized cells in the distal tubule that sense sodium delivery for GFR regulation, not for bulk potassium transport.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""A""lpha cells ""A""bsorb potassium.</center></div>"
,,,,Renal Physiology (BRS),Potassium Regulation,Potassium secretion is a primary function of which cell type in the late distal tubule and collecting duct?,Alpha-intercalated cells,Principal cells,Squamous epithelial cells,Juxtaglomerular cells,Type-I Alveolar cells,B,"<div style=""text-align: justify""><b><span style=""color:green"">Principal cells</span></b><br>Principal cells manage the final amount of potassium in the urine by secreting it into the lumen, a process heavily influenced by aldosterone.<br><br><b><span style=""color:red"">Alpha-intercalated cells</span></b><br>These cells do the opposite; they reabsorb potassium from the urine back into the blood during states of low $K^+$.<br><br><b><span style=""color:red"">Squamous epithelial cells</span></b><br>These are structural lining cells and do not possess the specialized pumps and channels required for active potassium secretion.<br><br><b><span style=""color:red"">Juxtaglomerular cells</span></b><br>These cells secrete renin to regulate blood pressure but are not the site for electrolyte secretion into the tubular fluid.<br><br><b><span style=""color:red"">Type-I Alveolar cells</span></b><br>These cells are located in the lungs for gas exchange and have no involvement in renal potassium regulation.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""P""rincipal cells ""P""ush out (secrete) potassium.</center></div>"
,,,,Renal Physiology (BRS),Acid-Base Balance,"Which of the following is categorized as a non-volatile or ""fixed"" acid?",Carbon dioxide ($CO_2$),Bicarbonate ($HCO_3^-$),Lactic acid,Oxygen ($O_2$),Nitrogen,C,"<div style=""text-align: justify""><b><span style=""color:green"">Lactic acid</span></b><br>Lactic acid is a non-volatile acid produced during anaerobic metabolism; unlike $CO_2$, it cannot be exhaled and must be excreted by the kidneys.<br><br><b><span style=""color:red"">Carbon dioxide ($CO_2$)</span></b><br>$CO_2$ is considered a volatile acid because it can be converted to carbonic acid and then eliminated through the lungs as a gas.<br><br><b><span style=""color:red"">Bicarbonate ($HCO_3^-$)</span></b><br>Bicarbonate is the primary extracellular buffer used to neutralize acids; it is not an acid itself.<br><br><b><span style=""color:red"">Oxygen ($O_2$)</span></b><br>Oxygen is a respiratory gas used for aerobic metabolism and does not directly contribute to the acid load of the body.<br><br><b><span style=""color:red"">Nitrogen</span></b><br>Nitrogen is an inert gas in the human respiratory system and plays no role in the acid-base chemistry of the blood.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""Fixed"" acids stay in the ""Fluid"" until the kidneys flush them.</center></div>"
,,,,Renal Physiology (BRS),Acid-Base Balance,What is considered the most important buffer found within the urinary system?,Hemoglobin,Bicarbonate,Phosphate,Ammonia only,Plasma proteins,C,"<div style=""text-align: justify""><b><span style=""color:green"">Phosphate</span></b><br>Phosphate is the most important urinary buffer because it is concentrated in the tubular fluid and has a pK close to the urine pH.<br><br><b><span style=""color:red"">Hemoglobin</span></b><br>Hemoglobin is a powerful buffer, but it is located exclusively inside red blood cells, not in the urine.<br><br><b><span style=""color:red"">Bicarbonate</span></b><br>While vital in the blood, bicarbonate is usually fully reabsorbed in the proximal tubule, so it is not the primary buffer for excreted urine.<br><br><b><span style=""color:red"">Ammonia only</span></b><br>While ammonia is a crucial urinary buffer (forming ammonium), phosphate is historically designated as the most important fixed urinary buffer.<br><br><b><span style=""color:red"">Plasma proteins</span></b><br>Proteins act as buffers in the blood plasma, but they are too large to be filtered into the urine under normal physiological conditions.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""P""hosphate is for ""P""ee (Urinary) buffering.</center></div>"
