Book,Exam,Number,ID,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
,,,,Nervous System,Pharmacology (CNS),Which anti-Parkinsonian drug is known to cause a Coombs-positive hemolytic anemia due to a proposed immune-mediated mechanism?,Selegiline,Amantadine,L-DOPA,Bromocriptine,None of them,C,"L-DOPA (Levodopa) can cause drug-induced hemolytic anemia by stimulating the production of autoantibodies against Rh antigens, leading to a positive direct Coombs test."
,,,,Nervous System,Pharmacology (CNS),Which of the following drugs increases synaptic norepinephrine primarily by inhibiting norepinephrine reuptake into presynaptic terminals?,Monoamine oxidase inhibitors (MAOIs) only,"Tricyclic antidepressants (TCAs), SNRIs, and cocaine",β-blockers,ACE inhibitors,Benzodiazepines,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span>
 
 **TCAs** (e.g., Amitriptyline), **SNRIs** (e.g., Venlafaxine), and **Cocaine** all function by blocking the **Norepinephrine Transporter (NET)** (and/or SERT), thereby inhibiting the reuptake of neurotransmitters into the presynaptic terminal and increasing their concentration in the synapse.
 
 <b>Option A:</b> MAOIs increase NE by inhibiting its *breakdown* (metabolism), not reuptake."
,,,,Nervous System,Pharmacology (CNS),Which of the following is a common side effect of SSRIs?,Hypotension,Weight loss,Sexual dysfunction,Tardive dyskinesia,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 **Sexual Dysfunction** (decreased libido, anorgasmia, delayed ejaculation) is a very common and often bothersome side effect of Selective Serotonin Reuptake Inhibitors (SSRIs).
 
 <b>Option B:</b> Weight *gain* is more common than loss long-term.
 
 <b>Option D:</b> Tardive dyskinesia is associated with Antipsychotics.
 
 <b>Option A:</b> Hypotension is rare (TCA effect)."
,,,,Nervous System,Pharmacology (CNS),Which ring structure is common to both benzodiazepines and flumazenil?,Benzene ring,Imidazole,Pyridine,Thiazole,None of them,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>Both Benzodiazepines and their antagonist Flumazenil (an Imidazobenzodiazepine) share the core <b>Benzene</b> ring structure fused to the diazepine ring."
,,,,Nervous System,Physiology,"With sympathetic activation, which effect is mediated by alpha-adrenergic receptors?",Bronchodilation,Increased salivation,Increased heart rate,Pupillary dilation,,D,SK-22
,,,,Nervous System,Physiology,Beta-adrenergic stimulation produces which of the following effects?,Cardiac deceleration,Cardiac acceleration,Vasodilation,Bronchoconstriction,,B,SK-22
,,,,Nervous System,Physiology,Which neurotransmitter is released by parasympathetic postganglionic fibers?,Serotonin,Insulin,Epinephrine,Acetylcholine,,D,SK-22
,,,,Nervous System,Physiology,Which neurotransmitter primarily mediates the sympathetic nervous system's effects on the heart?,Dopamine,Insulin,Acetylcholine,Adrenaline,,D,SK-22
,,,,Nervous System,Physiology,"A 20-year-old footballer shows difficulty in motor planning and dribbling the ball, despite normal strength. Which brain region is most likely affected?",Parietal lobe,Occipital lobe,Temporal lobe,Frontal lobe,None of them,D,Premotor cortex and supplementary motor area (Frontal lobe) are responsible for motor planning and praxis.
,,,,Nervous System,Physiology,A 30-year-old man complains of severe pain that improves with walking. Which pain modulation mechanism is most likely involved?,Enkephalin-mediated inhibition of pain transmission,Substance P release,Prostaglandin production,Bradykinin activation,Histamine release,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>This describes the <b>Gate Control Theory</b> of pain. Mechanical stimulation (walking/rubbing) activates large A-beta fibers, which stimulate inhibitory interneurons in the dorsal horn. These interneurons release <b>Enkephalins</b> (endogenous opioids) to inhibit pain transmission from C-fibers."
,,,,Nervous System,Physiology,A 30-year-old patient suffering from neurodegenerative disorder undergoes an EEG that shows waves with a frequency of 4-7 cycles per second. Which type of EEG waves corresponds to this frequency range?,Delta waves,Theta waves,Alpha waves,Beta waves,Gamma waves,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br><b>Theta Waves</b> have a frequency of <b>4–7 Hz</b>. They are normal in sleep and children but abnormal in awake adults (seen in encephalopathy or degenerative disorders).<br><br><b>Option A:</b> Delta < 4 Hz.<br><b>Option C:</b> Alpha 8–13 Hz."
,,,,Nervous System,Physiology,A 32-year-old man accidentally brushes his hand against a smooth metal surface while working in a factory. He immediately perceives the light touch sensation. Which of the following types of nerve fibers is primarily responsible for transmitting this sensory information?,A-delta fibers,A-beta fibers,C fibers,A-alpha fibers,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br><b>A-beta fibers</b> are large, myelinated fibers responsible for transmitting <b>Light Touch</b>, pressure, and vibration.<br><br><b>Option A:</b> A-delta fibers transmit ""Fast Pain"" and temperature.<br><b>Option C:</b> C fibers transmit ""Slow Pain."""
,,,,Nervous System,Physiology,A 45-year-old man presents with severe dehydration after prolonged vomiting. He reports an intense urge to drink water. Which part of the brain is primarily responsible for initiating the thirst response?,Medulla oblongata,Cerebellum,Limbic system,Hypothalamus (Diencephalon),None of them,D,"The thirst center is located in the anterior hypothalamus (specifically OVLT and subfornical organ), responding to hyperosmolarity and Angiotensin II."
,,,,Nervous System,Physiology,"A 45-years old male patient presents in ER after meet an RTA on examination he cannot detect high frequency vibration, which of following is site of his lesion?",Rubrospinal tract,Anterior Spinothalamic Tract,Olivocerebellar Tract,Corticospinal Tract,DCML,E,
,,,,Nervous System,Physiology,"A 50-year-old man with a history of hypertension presents with acute ischemic stroke. Despite low mean arterial pressure (MAP), his CNS reflexes remain active. What mechanism allows cerebral perfusion to be maintained?",Cerebral autoregulation,Baroreceptor reflex,Chemoreceptor stimulation,Cardiac output increase,Peripheral vasoconstriction,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br><b>Cerebral Autoregulation</b> is the physiological mechanism that maintains constant Cerebral Blood Flow (CBF) over a range of systemic blood pressures (typically MAP 60–140 mmHg) by constricting or dilating cerebral arterioles."
,,,,Nervous System,Physiology,"A 55-year-old patient presents with neuronal degeneration and drowsiness. On EEG, waves in the frequency of 4-7Hz are predominantly observed. Which of the waves is most likely involved?",Alpha waves,Theta waves,Delta waves,Beta waves,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span>
 
 **Theta Waves** usually fall in the frequency range of **4-7 Hz**. They are normally seen in light sleep (Stage N1) and in children, but their dominance in an awake adult (drowsiness/degeneration) indicates encephalopathy or brain dysfunction.
 
 <b>Option A:</b> Alpha waves (8-13 Hz) are seen in awake, relaxed adults with eyes closed.
 
 <b>Option C:</b> Delta waves (0.5-4 Hz) are seen in deep sleep (N3).
 
 <b>Option D:</b> Beta waves (>13 Hz) are seen during active concentration/alertness."
,,,,Nervous System,Physiology,A 55y old patient presents with neuronal degeneration and drowsiness on EEG waves in the frequency of 4.7HZ are predominantly observed which of the following is most likely involved?,Alpha waves,Theta waves,Delta waves,Beta waves,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>Waves with a frequency of <b>4–7 Hz</b> are <b>Theta Waves</b>. They are associated with drowsiness, early sleep, or encephalopathy in adults."
,,,,Nervous System,Physiology,"A musician is playing piano, function is helping him in performance",Planning and execution of vol movements,Integration of information in thai,Spinal reflexes,DCML,None of them,A,"Explanation: Playing the piano requires highly coordinated, learned, and planned actions, which fall under the domain of Planning and execution of voluntary movements, largely governed by the Primary Motor Cortex and associated motor planning areas."
,,,,Nervous System,Physiology,"A neurology exam asks: the cortical area most directly responsible for voluntary skilled movements (motor representation ""map"") is located primarily in which gyrus?",Postcentral gyrus (primary somatosensory cortex),Precentral gyrus (primary motor cortex),Superior temporal gyrus (auditory cortex),Lingual gyrus (visual association),None of them,B,Primary Motor Cortex (Area 4) is in the precentral gyrus.
,,,,Nervous System,Physiology,A patient blindfolded ask to identify the structure in hand which are assessment is being done?,Primary somesthetic area.,Secondary somesthetic area,Somesthetic association area.,DCLM association area,Primary motor area,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br><b>Stereognosis</b> (identifying objects by touch) is a function of the <b>Somatosensory Association Area</b> (Parietal Lobe, Brodmann areas 5 & 7). It integrates sensory input to create a complete picture of the object."
,,,,Nervous System,Physiology,A patient has CVA now has zero power in muscles. Which of the sensory receptors are not functioning in this patient?,Nociceptors,Pacinian receptors,Meisner cells,Merkel cells,Golgi tendons,A,
,,,,Nervous System,Physiology,"A patient receives a stellate ganglion block for PTSD. Shortly afterward, they develop hoarseness of voice, ptosis, and unilateral facial numbness but no dysphagia. What is the most likely explanation?",Thecal dissemination of local anesthetic,Spread to recurrent laryngeal nerve and sympathetic chain,Brainstem toxicity,Epidural hematoma,None of them,B,Ptosis (Horner's - sympathetic chain) + Hoarseness (Recurrent laryngeal nerve).
,,,,Nervous System,Physiology,A person touches their skin and can precisely determine the location of the stimulus. Which brain region is responsible for this localization?,Primary motor cortex,Thalamus (VPL),Primary somatosensory cortex (postcentral gyrus),Cerebellum,None of them,C,"Area 3,1,2 localizes touch sensation precisely."
,,,,Nervous System,Physiology,A pharmacology researcher studies drug entry into the CNS. Which barrier component MOST determines which molecules can enter circulating CNS fluid?,Endothelial tight junctions,Astrocyte foot processes,Basement membrane,Fenestrated vessels,None of them,A,Blood-Brain Barrier integrity is primarily due to tight junctions between capillary endothelial cells.
,,,,Nervous System,Physiology,A professional football player is seen in a sports science study while running and dribbling the ball with precision. Which of the following neural functions is primarily responsible for his dexterity and accuracy?,Integration of sensory feedback during movement,Planning and execution of voluntary movement,Activation of higher a-adrenergic receptors,Planning of involuntary movement,Vestibular reflex stabilization,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>This describes the function of the <b>Cerebellum</b>. The cerebellum acts as a comparator; it integrates <b>sensory feedback</b> (proprioception) with the motor command to error-correct in real-time. This ensures <b>coordination, precision, and dexterity</b>.<br><br><b>Option B:</b> Planning and execution is primarily the Motor Cortex and Basal Ganglia, but the <i>fine-tuning</i> for accuracy is cerebellar."
,,,,Nervous System,Physiology,A professional pianist practices daily. Which brain function is primarily responsible for the accuracy of his voluntary movements?,Planning and execution of voluntary movement,Muscle tone regulation,Postural maintenance,Integration of sensory feedback,None of them,A,The planning and precise execution of complex voluntary movements (like piano playing) involves the premotor cortex and cerebellum (planning/coordination). Answer A fits best.
,,,,Nervous System,Physiology,"A student's name is called by teacher, he turned his head in the direction of sound. Which part is involved in localisation of source of hearing?",Superior salivary nucleus,Inferior colliculus,Superior colliculus,Associater auditory area,None of them,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The <b>Inferior Colliculus</b> is the midbrain center responsible for the <b>Localization of Sound</b> and auditory reflexes."
,,,,Nervous System,Physiology,Activation of parasympathetic system will cause?,Ejaculation,Mydriasis,Bronchoconstriction,Sweating,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>Parasympathetic stimulation (Vagus) causes constriction of bronchial smooth muscle (<b>Bronchoconstriction</b>). Ejaculation, Mydriasis, and Sweating are Sympathetic functions."
,,,,Nervous System,Physiology,"After head trauma, patient presents with motor weakness on the contralateral side of the body. Which specific brodmann's area of cerebral cortex is involved:",2,4,44,7,22,B,"Brodmann's Area 4 is the Primary Motor Cortex, and damage here directly results in weakness or paralysis of muscles on the opposite side of the body."
,,,,Nervous System,Physiology,Ahmed felt elated and happy after his psychology presentation was well received. The nuclei primarily involved in generating this emotional response lie in:,Ventromedial nucleus of hypothalamus (VMH),Ventral tegmental area / lateral hypothalamus (VLL),Medial preoptic nucleus,Posterior preoptic nucleus,None of them,C,"Explanation: Medial preoptic nucleus plays a key role in reward, motivation, and positive emotional responses."
,,,,Nervous System,Physiology,Brain CSF production depends upon:,Cerebral metabolism,Oxygen supply of the brain,Metabolism,Respiration drive,None of them,B,"Explanation: CSF production is a continuous process generated by the choroid plexus via active transport, and it is most directly sensitive to the cerebral blood flow and oxygen supply of the brain. If oxygen supply drops, CSF production is quickly impaired."
,,,,Nervous System,Physiology,Excessive thirst/drinking is associated with damage of which of the following nucleus of hypothalamus?,Supraoptic nucleus,Ventromedial nucleus,Dorsomedial nucleus,Paraventricular nucleus,None of them,A,
,,,,Nervous System,Physiology,Fast pain fibres are:,B fibres,C fibers,A beta,A delta,None of them,D,
,,,,Nervous System,Physiology,"In a reflex arc where excessive muscle tension is regulated to prevent injury, which structure provides the afferent signal about muscle force to the central nervous system?",Muscle Spindles,Pacinian corpuscles,Golgi tendon organs,Meissner's corpuscles,None of them,C,Golgi tendon organs are proprioceptors located in the tendons that sense changes in muscle tension or force and initiate the protective inverse myotatic reflex.
,,,,Nervous System,Physiology,"In an electroencephalogram, which type of wave is typically recorded when a person is awake, conscious, and relaxed with their eyes closed?",Theta wave,Delta wave,Alpha wave,Gamma wave,None of them,C,"Alpha waves (8-13 Hz) are characteristic of a relaxed, awake state with mental rest and eyes closed."
,,,,Nervous System,Physiology,Injury to lateral hypothalamus will cause,Increases appetite,No effect on hunger,Decreases hunger,Increases hunger for carbohydrates,None of them,C,
,,,,Nervous System,Physiology,Neurotransmitter at Parasympathetic Post Ganglionic fibers is?,Acetylcholine,Nor Epinephrine,Epinephrine,Serotonin,Glutamine,A,The neurotransmitter released by all postganglionic parasympathetic neurons onto their target organs is Acetylcholine (ACh).
,,,,Nervous System,Physiology,"Patient unconscious for 30mins after accident is brought to ER, he is pale with cold clammy skin, pulse rapid and thread, MAP is less than 50mmhg PO2 below 60mmHg, what will provide rapid response?",Cushing reflex,Baroreceptor reflex,Chemoreceptor reflex,CNS ischemic response,Brain bridge reflex,D,
,,,,Nervous System,Physiology,Rapidly adapting receptors?,Ruffini endings,Hair-end receptors,Golgi tendon organ,Merkel cells,None of them,B,Hair-end receptors and Meissner/Pacinian are rapidly adapting.
,,,,Nervous System,Physiology,Student turns head toward sound when name called. Which structure localizes sound?,Superior salivary nucleus,Inferior colliculus,Superior colliculus,Associative auditory area,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The <b>Inferior Colliculus</b> (Midbrain) is a key relay center in the auditory pathway. It is responsible for <b>Auditory Reflexes</b> (like turning the head towards a sound) and sound localization.<br><br><b>Option C:</b> Superior colliculus controls visual reflexes."
,,,,Nervous System,Physiology,Tactile receptors maximum at tip of finger. Which tactile receptor is most concentrated at fingertips?,Meissner,Pacinian,Merkel disc,Ruffini,None of them,A,Meissner corpuscles are most numerous in hairless skin (fingertips) for fine touch.
,,,,Nervous System,Physiology,The nuclei responsible for hunger and satiety are located in which part of the brain?,Hypothalamus,Thalamus,Anterior pituitary,Basal ganglia,None of them,A,"The main control centers for appetite, energy expenditure, and food intake (hunger and satiety) are located within the Hypothalamus. The Lateral Hypothalamic Nucleus is often called the ""feeding center"" The Ventromedial Hypothalamic Nucleus is often called the ""satiety center""."
,,,,Nervous System,Physiology,The sense of vibration is carried to the brain through which of the following?,DCML,Nucleus gracilis,Anterolateral column,Anterior spinothalamic,Nucleus cuneatus,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 The sense of vibration, fine touch, and proprioception is carried by the Dorsal Column Medial Lemniscus (DCML) pathway.
 
 <b>Option B, E:</b> Nucleus gracilis and cuneatus are relay nuclei within the DCML system.
 
 <b>Option C, D:</b> The Anterolateral system/Spinothalamic tract carries pain and temperature."
,,,,Nervous System,Physiology,Which area of the brain integrates visual-spatial information for movement planning?,Primary motor cortex,Primary visual cortex,Motor association area / premotor cortex,Somatosensory cortex,None of them,C,Premotor cortex integrates sensory and visual information to coordinate complex voluntary movements.
,,,,Nervous System,Physiology,Which hypothalamic nucleus regulates thirst?,Supraoptic nucleus,Ventromedial nucleus,Paraventricular nucleus,Arcuate nucleus,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 [Note: The **Lateral Hypothalamus** is traditionally cited as the ""Thirst Center."" However, based on the provided key C: The **Paraventricular Nucleus (PVN)** and **Supraoptic Nucleus** contain osmoreceptors and secrete ADH (Vasopressin) to regulate water balance/retention. The PVN integrates signals for fluid homeostasis].
 
 <b>Option A:</b> Supraoptic nucleus also produces ADH and is critical for water balance.
 
 <b>Option B:</b> Ventromedial is the Satiety center.
 
 <b>Option D:</b> Arcuate controls prolactin/GH and appetite."
,,,,Nervous System,Physiology,Which ion channel is primarily responsible for the Sour taste sensation?,Potassium channels,Sodium channels,Calcium channels,Chloride channels,Hydrogen ion channels,E,"<span style=""color: #2e7d32""><b>Option E Correct</b></span><br><b>Sour Taste</b> is triggered by acids (H+ ions). These hydrogen ions enter the taste cell directly through <b>Hydrogen Ion Channels</b> (like ENaC or proton-gated channels) or block potassium channels, leading to depolarization."
,,,,Nervous System,Physiology,Which neurotransmitter promotes slow-wave (deep) sleep?,Dopamine,Serotonin,Acetylcholine,GABA,None of them,B,Raphe nuclei (Serotonin) are essential for initiating SWS.
,,,,Nervous System,Physiology,Which of the following brain regions is primarily responsible for memory formation and is affected when memory is impaired?,Hippocampal gyrus,Calcarine sulcus,Cerebral cortex,Midbrain,Amygdala,A,Hippocampal gyrus (hippocampus) is crucial for the formation of new long-term declarative memories (facts and events).
,,,,Nervous System,Physiology,Which of the following is a neuropeptide for pain?,PG,Bradykinin,Substance P,Histamine,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 Substance P is the specific neuropeptide neurotransmitter released from the terminals of C-fibers (pain fibers) in the spinal cord (dorsal horn) to transmit pain signals.
 
 <b>Option A, B, D:</b> Prostaglandins, Bradykinin, and Histamine are inflammatory mediators, not neuropeptides."
,,,,Nervous System,Physiology,Which of the following is neuropeptide for pain?,PGs,Bradykinin,Substance P,Histamine,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br><b>Substance P</b> is the primary <b>Neuropeptide</b> neurotransmitter involved in the transmission of pain signals (nociception) from the periphery to the spinal cord (dorsal horn)."
,,,,Nervous System,Physiology,Which of the following is the function of posterioinferior parietal lobe?,Spatial awareness and sensory integration,Motor coordination,Auditory processing,Hormone regulation,None of them,A,
,,,,Nervous System,Physiology,Which of the following mechanisms explains directionally selective propagation of DCML and Spinothalamic signals?,Lateral inhibition,Spatial summation,Temporal summation,Adaptation,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 **Lateral Inhibition** is the process where an excited neuron inhibits its neighbors. This sharpens the contrast in the sensory signal, allowing for precise localization (Two-point discrimination) and edge detection in the DCML pathway.
 
 <b>Option B, C:</b> Summation refers to signal integration strength, not spatial sharpening."
,,,,Nervous System,Physiology,Which of the following neurotransmitters is associated with excitotoxicity?,GABA,Dopamine,Glutamate,Serotonin,None of them,C,
,,,,Nervous System,Physiology,"Which receptor cell type detects deep pressure, vibration 60-300 Hz?",Meissner corpuscles,Hair follicle receptors,Pacinian corpuscles,Merkel cells,None of them,C,Pacinian corpuscles detect deep pressure and high-frequency vibration.
,,,,Nervous System,Physiology,Which region of the brain is the primary central regulatory center for fundamental homeostatic drives?,Thalamus,Medulla Oblongata,Cerebellum,Hypothalamus,None of them,D,"The hypothalamus is the brain region responsible for maintaining homeostasis and regulating vital functions like appetite, fluid balance (thirst), and thermoregulation."
,,,,Nervous System,Physiology,Which somatosensory nerve fibers conduct impulses the fastest?,A-delta,A-alpha,A-beta,C fibers,None of them,B,A-alpha (proprioception/motor) are fastest.
,,,,Nervous System,Physiology,A patient has lost skilled voluntary movements; which descending motor tract is most likely affected?,Spinothalamic tract,Rubrospinal tract,Corticospinal tract,Optic nerve,,C,SK-22
,,,,Nervous System,Physiology,Which brain region primarily mediates memory formation and is impaired when memory loss occurs?,Hippocampal gyrus,Saphenous vein,Midbrain,Cerebral cortex,,A,SK-22
,,,,Nervous System,Physiology,Which fiber type corresponds to preganglionic autonomic nerve fibers?,Type E fibers,Type A fibers,Type B fibers,Type C fibers,,C,SK-22
,,,,Nervous System,Physiology,Tapping the patellar (quadriceps) tendon during assessment causes a sudden leg extension. This movement is:,Peristaltic movement,Involuntary movement,Automatic reflex,Voluntary movement,,C,SK-22
,,,,Nervous System,Physiology,Which structure produces the majority of cerebrospinal fluid?,Pia mater,Choroid plexus,Arachnoid granulations,Pulmonary alveoli,,B,SK-22
,,,,Nervous System,Physiology,Which nerve fibers transmit fast (sharp) pain sensations?,A delta,C fiber,Kappa fiber,A alpha,,A,SK-22
,,,,Nervous System,Physiology,Recording the summed electrical activity from a nerve trunk produces a compound action potential.,Compound action potential,Graded potential,End-plate potential,Cardiac action potential,,A,SK-22
,,,,Nervous System,Physiology,A patient develops perioral tingling and carpopedal spasm after thyroidectomy. This neuromuscular irritability is primarily due to:,Increased insulin secretion,Increased sodium channel opening,Reduced calcium-mediated membrane stabilization,Reduced potassium efflux,,C,SK-22
,,,,Nervous System,Physiology,Which ion contributes most to the resting membrane potential because the membrane is most permeable to it?,Potassium (K+),Sodium (Na+),Chloride (Cl-),Glucose,,A,SK-22
,,,,Nervous System,Physiology,Which nerve fibers primarily transmit touch and pressure sensations?,C fibers,A-delta fibers,A-beta fibers,Photoreceptor rods,,C,SK-22
,,,,Nervous System,Physiology,What is the approximate normal cerebral blood flow in mL per 100 g of brain tissue per minute?,500 mL/100 g/min,50 mL/100 g/min,150 mL/100 g/min,20 mL/100 g/min,,B,SK-22
,,,,Nervous System,Physiology,"After a cerebrovascular accident, a patient has complete loss of voluntary muscle power. Which sensory receptor function is most likely preserved?",Meissner corpuscles,Nociceptors,Pacinian corpuscles,Retinal photoreceptors (rods and cones),,B,SK-22
,,,,Nervous System,Physiology,Which neurotransmitter primarily regulates slow-wave (deep) sleep?,Dopamine,Acetylcholine,Serotonin,Insulin,,C,SK-22
,,,,Nervous System,Physiology,"After extreme cold exposure, a mountaineer develops severe shivering, cutaneous vasoconstriction, and an increased metabolic rate. Which neural center primarily mediates heat conservation and production?",Anterior hypothalamus,Posterior hypothalamus,Medulla oblongata,Occipital lobe,,B,SK-22
,,,,Nervous System,Physiology,Which change keeps rod photoreceptors active in darkness?,Rhodopsin activation,Decreased sodium influx,Increased cGMP,Activation of nicotinic acetylcholine receptors,,C,SK-22
,,,,Nervous System,Special Senses,Which cutaneous mechanoreceptor primarily detects high-frequency vibration?,Pacinian corpuscles,Taste buds,Ruffini endings,Merkel discs,,A,SK-22
,,,,Nervous System,Special Senses,What is the term for a receptor's property that determines which type of stimulus it responds to?,Adaptation,Receptive field,Photosynthesis,Modality,,D,SK-22
,,,,Nervous System,Special Senses,"A 28-year-old male with conductive hearing loss undergoes audiology testing. What is the normal function of the malleus, incus, and stapes?",Filter high-frequency sounds,Amplify sound waves,Protect ear from loud sounds,Differentiate sound frequencies,None of them,B,
,,,,Nervous System,Special Senses,A 35-year old male patient presents in Eye OPD with complain of difficulty adjusting focus when shifting gaze from near to far the defect is most likely due to problem in which of the following?,Constriction of pupillary sphincter muscle,Relaxation of the pupillary sphincter muscle,Contraction of ciliary muscle,Relaxation of ciliary muscle,None of them,D,
,,,,Nervous System,Special Senses,A 35years old patient presents in Eye OPD with presenting complain of that he is seeing blood vessels in front of his eyes,Hallucination,Retinal detachment,Entopic phenomenon,Optical illusion,None of them,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>Seeing one's own retinal blood vessels (Purkinje tree) is a physiological <b>Entoptic Phenomenon</b>. It can occur when light enters the eye from an unusual angle."
,,,,Nervous System,Special Senses,"A man is travelling in a bus, suddenly bus stopped but person does not loose his balance because of which of the following?",Semicircular canals,Utricle,Saccule,Cochlea,None of them,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br><b>User Note:</b> Linear acceleration/deceleration in the horizontal plane (bus stopping) is detected by the <b>Utricle</b>. Vertical acceleration is detected by the Saccule. The provided key is <b>C (Saccule)</b>. This contradicts standard physiology, but I have listed Key C as requested."
,,,,Nervous System,Special Senses,A receptor is being studied that responds to different stimuli of light. Which property of the receptor is being tested?,Transduction,Modality,Adaptation,Selectivity,None of them,B,"Modality is the term used in sensory physiology to describe the type of sensation a receptor responds to light, heat, pressure, pain."
,,,,Nervous System,Special Senses,A young girl finds it hard to hear At low frequencies of sound Which type of conduction?,Sensory,Due to ear wax,Conductive,Mixed,None of them,C,
,,,,Nervous System,Special Senses,"An old male presents with inability to read books, due to the defect in which structure",Suspensory ligaments,Ciliary body,Iris,Retina,None of them,B,The inability to focus on near objects (Presbyopia) is due to the loss of elasticity in the lens and the age-related diminished ability of the Ciliary body to contract and increase lens curvature for accommodation.
,,,,Nervous System,Special Senses,"During ear wax removal, cold water irrigation causes sudden vertigo and nausea. What is the cause?",Activation of cochlear nerve,Middle ear pressure change,Caloric vestibular stimulation,Tympanic membrane stretch,None of them,C,"Cold water → endolymph flow → stimulates semicircular canals → vertigo, nystagmus, vomiting."
,,,,Nervous System,Special Senses,How will chef differentiate between garlic flavours/taste?,A-Sensory stimuli,B-Sensory transmission,C-Motor stimuli,Mixed stimuli,None of them,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>Taste perception begins with the activation of chemoreceptors (Taste Buds) by chemical molecules (tastants). This initial step is the reception of <b>Sensory Stimuli</b>."
,,,,Nervous System,Special Senses,"Loss of accommodation reflex, lesion in which area?",Cerebellum,Mid brain,Pons,Diencephalon/Cerebral cortex,Medulla,D,Loss of Accommodation reflex – Cerebral cortex. Loss of Accommodation – Cerebral cortex. Loss of Accommodation + 3rd CN Involvement – Midbrain (due to Edinger westphal nucleus)
,,,,Nervous System,Special Senses,Parallel light rays focusing infront of retina is called:,Myopia,Presbyopia,Hypermetropia,Cataract,Retinal detachment,A,
,,,,Nervous System,Special Senses,"Processes visual information and sends signals to the muscles controlling eye movements, enabling:",Oculomotor loop,Association loop,Limbic loop,Papez circuit,None of them,A,
,,,,Nervous System,Special Senses,"The middle ear bones (ossicles: malleus, incus, stapes) primarily function to:",Amplify sound,Protect the inner ear from loud sounds,Increase or decrease frequency of sound waves,Transmit sound from tympanic membrane to oval window,None of them,A,Main function: amplify sound pressure (~20-30x) to efficiently transmit it to fluid-filled cochlea.
,,,,Nervous System,Special Senses,"When cold water is placed in the external ear during the caloric test, the cellular mechanism in the horizontal semicircular canal hair cells that leads to nystagmus is:",Depolarization of hair cells → increased vestibular nerve firing,Hyperpolarization of hair cells → decreased vestibular nerve firing,Release of endolymph → increased cupula rigidity,Hyperpolarization of hair cells → increased vestibular nerve firing,None of them,B,Cold water cools horizontal canal → endolymph sinks → deflects cupula away from kinocilium → hyperpolarization → reduced firing.
,,,,Nervous System,Special Senses,Which mechanism primarily forms aqueous humor?,Active secretion from ciliary epithelium,Filtration,Osmosis,Simple diffusion,None of them,A,Active secretion by non-pigmented ciliary epithelium.
,,,,Nervous System,Special Senses,"A pregnant woman reports an early-morning metallic taste in her mouth. Which taste sensation arises when potassium channels are inhibited, causing receptor depolarization and action potentials?",Sour,Sweet,Olfaction,Salty,,A,SK-22
,,,,Nervous System,Special Senses,At approximately what temperature does human skin first begin to perceive a burning sensation?,45°C,30°C,40°C,5°C,,A,SK-22
,,,,Nervous System,Special Senses,"In bright illumination, cone photoreceptors become hyperpolarized and mediate color vision.","Hyperpolarized, color vision","Hyperpolarized, olfactory perception","Depolarized, color vision","Depolarized, no color vision",,A,SK-22
,,,,Nervous System,Surgery,"A 25-year-old man sustains a traumatic head injury after a motor vehicle accident. CT scan reveals a biconvex, lens-shaped hyperdense lesion causing midline shift. Which of the following best describes this lesion?",Subdural hematoma,Epidural (extradural) hematoma,Subarachnoid hemorrhage,Intracerebral hemorrhage,Chronic subdural hematoma,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>A <b>Biconvex (Lens-shaped)</b> hyperdensity on CT is diagnostic of an <b>Epidural Hematoma</b>. It is usually caused by rupture of the <b>Middle Meningeal Artery</b> and does <i>not</i> cross suture lines.<br><br><b>Option A:</b> Subdural hematoma is crescent-shaped."
